country,p0p1,p1p2,p2p3,p3p4,p4p5,p5p6,p6p7,p7p8,p8p9,p9p10,p10p11,p11p12,p12p13,p13p14,p14p15,p15p16,p16p17,p17p18,p18p19,p19p20,p20p21,p21p22,p22p23,p23p24,p24p25,p25p26,p26p27,p27p28,p28p29,p29p30,p30p31,p31p32,p32p33,p33p34,p34p35,p35p36,p36p37,p37p38,p38p39,p39p40,p40p41,p41p42,p42p43,p43p44,p44p45,p45p46,p46p47,p47p48,p48p49,p49p50,p50p51,p51p52,p52p53,p53p54,p54p55,p55p56,p56p57,p57p58,p58p59,p59p60,p60p61,p61p62,p62p63,p63p64,p64p65,p65p66,p66p67,p67p68,p68p69,p69p70,p70p71,p71p72,p72p73,p73p74,p74p75,p75p76,p76p77,p77p78,p78p79,p79p80,p80p81,p81p82,p82p83,p83p84,p84p85,p85p86,p86p87,p87p88,p88p89,p89p90,p90p91,p91p92,p92p93,p93p94,p94p95,p95p96,p96p97,p97p98,p98p99,p99p100
MX (MXN),-187236.568,-59583.496,-19217.805,-10181.155,-6242.816,-4270.755,-3059.712,-2233.899,-1616.777,-1117.722,-679.923,-332.268,-13.872,299.482,493.563,645.745,840.128,987.255,1078.638,1161.234,1248.226,1353.276,1474.969,1585.561,1692.206,1848.693,2057.975,2251.188,2434.315,2626.013,2830.105,3088.785,3345.014,3573.476,3814.916,4054.602,4302.747,4561.507,4886.966,5224.086,5470.846,5718.726,6017.796,6331.680,6640.736,6989.160,7341.254,7676.262,8053.600,8423.567,8813.052,9218.472,9631.532,10100.104,10579.389,11047.579,11512.531,12050.837,12623.456,13236.877,13928.443,14583.953,15246.950,16031.493,16844.924,17666.975,18580.624,19510.336,20522.367,21675.892,22889.866,24200.438,25630.917,27180.521,28810.419,30464.883,32372.399,34533.480,36813.359,39268.220,41901.763,44940.344,48342.569,52191.669,56484.928,61631.552,67432.567,73623.485,80723.625,88696.894,98029.499,109126.020,122170.700,137950.009,157099.181,181759.479,217333.151,272711.643,389048.000,575563.245
MY (MYR),-102974.804,-35680.238,-16371.279,-10931.125,-7621.980,-5241.354,-3459.529,-2101.354,-1060.099,-221.910,489.834,1055.419,1529.515,1942.770,2338.423,2727.118,3098.542,3478.125,3846.484,4257.047,4704.429,5225.450,5812.530,6396.256,7003.796,7676.319,8407.985,9173.198,9972.828,10830.276,11725.082,12619.846,13557.269,14536.275,15528.451,16568.795,17620.611,18647.701,19668.952,20676.286,21686.396,22757.388,23861.720,24978.850,26158.105,27392.196,28672.466,29927.844,31158.704,32421.704,33715.683,35068.597,36454.852,37880.371,39307.214,40732.691,42213.955,43793.916,45465.573,47162.328,48949.041,50828.940,52742.677,54721.273,56771.933,58920.916,61166.193,63452.928,65880.521,68467.277,71116.822,73879.061,76853.601,80047.484,83391.543,86882.797,90580.223,94553.815,98747.246,103136.660,107770.764,112779.564,118293.687,124236.928,130632.522,137593.617,145231.584,153748.122,163398.356,174340.043,187027.936,202081.670,220063.020,242035.356,270026.270,306416.637,356955.868,434010.298,576791.014,790366.039
MZ (MZN),-28660.154,-9117.952,-2937.103,-1554.813,-953.175,-652.434,-467.983,-342.256,-248.377,-172.491,-105.847,-52.943,-4.463,43.349,72.878,95.940,125.495,147.751,161.445,173.781,186.748,202.386,220.529,237.002,252.869,276.299,307.725,336.796,364.349,393.086,423.750,462.773,501.320,535.612,571.911,607.901,645.147,684.071,733.138,783.923,820.960,858.162,903.134,950.333,996.787,1049.244,1102.194,1152.559,1209.423,1265.105,1323.758,1384.808,1447.001,1517.637,1589.910,1660.488,1730.557,1811.795,1898.161,1990.743,2095.227,2194.135,2294.171,2412.780,2535.730,2659.881,2797.941,2938.429,3091.364,3265.771,3449.435,3647.792,3864.309,4098.900,4345.654,4596.086,4884.979,5212.418,5557.895,5929.920,6329.195,6790.084,7306.179,7890.442,8542.352,9323.857,10205.009,11145.479,12223.936,13435.190,14852.762,16537.833,18518.703,20914.516,23820.437,27562.246,32962.443,41372.976,59064.928,87452.999
NC (XPF),-197064.294,-67082.171,-28773.810,-18330.974,-12418.122,-8394.056,-5411.447,-3172.546,-1446.784,-36.998,1132.359,2043.799,2831.686,3512.504,4136.187,4753.727,5347.259,5972.166,6563.466,7201.803,7916.301,8788.448,9761.137,10697.865,11665.476,12755.783,13955.492,15158.180,16401.093,17759.727,19148.218,20530.114,22010.877,23555.980,25118.573,26766.803,28430.518,30036.549,31690.450,33352.045,34967.432,36681.698,38471.935,40283.682,42178.608,44170.825,46238.550,48245.131,50215.404,52252.500,54366.882,56586.176,58843.319,61176.308,63513.827,65840.959,68249.005,70826.027,73576.054,76382.585,79358.549,82474.772,85632.049,88914.962,92332.997,95944.714,99766.045,103670.867,107855.908,112361.337,116959.468,121759.276,126960.482,132544.324,138395.288,144478.487,150989.289,158099.236,165645.561,173539.656,181818.705,190883.925,200933.496,211797.315,223528.042,236621.595,251003.647,266884.218,285042.428,305504.399,329582.288,358509.467,392882.645,434870.693,488175.350,557557.044,654088.515,800645.752,1074879.602,1485266.288
NE (XOF),-6724.029,-2317.864,-1042.836,-686.687,-475.008,-324.759,-212.006,-126.334,-60.563,-7.306,37.394,72.499,102.347,128.249,152.751,176.918,199.982,223.960,247.018,272.414,300.443,333.842,371.331,408.062,446.213,488.699,534.988,582.700,632.444,686.135,741.608,796.760,855.123,916.201,978.055,1043.129,1108.805,1172.621,1236.782,1300.425,1363.716,1430.961,1500.529,1570.833,1644.896,1722.512,1803.013,1881.548,1958.437,2037.649,2119.316,2204.862,2292.141,2381.944,2471.831,2561.490,2654.548,2753.917,2859.433,2966.645,3079.837,3198.908,3319.862,3444.987,3574.900,3711.637,3855.226,4001.674,4157.763,4324.681,4495.296,4673.139,4865.204,5071.450,5287.493,5512.804,5752.049,6011.087,6285.399,6571.989,6873.598,7201.304,7563.364,7953.946,8374.570,8836.079,9342.389,9905.521,10546.132,11270.734,12117.410,13128.646,14334.233,15807.256,17682.029,20120.943,23509.482,28665.898,38244.899,52572.957
NG (NGN),-20224.355,-6994.033,-3185.559,-2116.181,-1471.524,-1009.761,-663.414,-399.652,-197.360,-34.134,103.738,212.689,304.588,384.535,460.732,535.710,607.292,681.011,752.281,831.335,917.960,1019.895,1134.584,1247.893,1365.734,1496.501,1638.793,1786.766,1941.295,2107.419,2280.002,2452.065,2633.111,2822.401,3014.183,3215.588,3419.035,3617.285,3815.227,4010.858,4206.464,4414.099,4628.436,4845.131,5073.755,5313.131,5561.424,5804.326,6042.265,6286.857,6538.135,6801.066,7069.933,7346.424,7623.154,7899.417,8186.361,8492.586,8817.079,9146.514,9493.800,9859.254,10230.934,10615.224,11013.794,11432.283,11870.452,12316.956,12791.769,13298.439,13816.907,14357.341,14940.059,15565.800,16221.120,16905.055,17630.006,18411.700,19237.982,20101.962,21012.867,21999.656,23087.829,24261.102,25523.947,26902.547,28414.969,30099.978,32012.506,34178.860,36699.742,39699.907,43280.850,47656.344,53228.385,60474.378,70539.347,85872.990,114312.893,156860.470
NI (NIO),-44187.380,-14705.774,-5775.340,-3473.701,-2271.105,-1518.497,-982.992,-591.342,-288.355,-39.213,166.653,327.856,469.295,592.270,696.613,798.708,900.247,1004.926,1100.579,1200.908,1313.909,1454.075,1609.732,1757.424,1908.339,2082.696,2279.758,2469.498,2661.712,2875.419,3092.030,3312.383,3550.335,3794.214,4040.714,4300.228,4563.557,4817.080,5088.784,5366.767,5624.818,5896.297,6185.658,6480.564,6784.804,7106.722,7441.334,7764.620,8086.476,8419.017,8765.322,9128.822,9498.538,9885.639,10274.563,10660.736,11057.480,11485.120,11943.834,12416.027,12920.620,13441.728,13968.580,14525.238,15106.182,15719.222,16374.384,17044.174,17766.222,18552.577,19356.049,20198.996,21115.118,22098.729,23130.075,24196.331,25356.123,26633.298,27987.437,29413.504,30908.521,32564.510,34405.492,36406.910,38580.743,41069.989,43815.075,46807.955,50245.037,54102.599,58654.762,64135.557,70621.949,78536.221,88516.602,101494.480,119637.929,147195.860,199718.511,278942.415
NL (EUR),0.000,10393.052,15406.045,15998.067,16275.507,16552.402,16828.440,17104.322,17380.283,17656.165,17903.159,18215.483,18733.376,19391.351,20044.732,20596.497,21007.557,21307.344,21606.976,22113.345,23148.040,25028.682,27788.441,31215.597,35081.533,39183.094,43351.310,47459.801,51435.997,55273.823,59042.036,62823.720,66629.777,70419.404,74151.331,77791.064,81313.139,84702.997,87959.936,91101.009,94162.503,97186.386,100198.745,103214.764,106251.028,109327.472,112468.156,115701.423,119060.835,122585.558,126321.535,130317.587,134619.032,139267.064,144302.016,149762.121,155681.641,162089.309,169005.992,176441.425,184390.079,192828.282,201717.568,211011.295,220658.226,230603.776,240791.415,251165.000,261671.426,272264.907,282913.596,293604.722,304342.334,315139.671,326014.407,336990.215,348097.618,359374.459,370870.184,382647.164,394784.123,407407.750,420731.712,435049.100,450716.466,468155.928,487853.530,510336.820,536116.995,565549.518,598761.855,636568.886,680774.629,733710.498,798827.477,881915.515,993711.757,1157482.446,1440347.219,1806875.855
NO (NOK),-232794.038,-81120.103,-37961.140,-25607.665,-17909.097,-12349.941,-8251.560,-5128.590,-2732.547,-813.805,851.731,2206.749,3319.512,4296.683,5243.420,6172.024,7063.692,7951.980,8822.397,9806.058,10859.047,12037.765,13365.570,14715.185,16120.267,17663.840,19347.774,21133.358,22997.949,24985.190,27097.062,29236.121,31447.343,33746.831,36078.101,38507.558,40972.737,43394.780,45785.463,48139.153,50508.535,53005.876,55578.052,58188.334,60939.452,63815.579,66802.147,69757.749,72672.316,75644.175,78664.319,81817.484,85074.325,88426.899,91787.717,95155.327,98660.920,102390.358,106315.053,110306.565,114494.496,118889.887,123379.282,128025.950,132834.467,137844.860,143046.339,148341.294,153933.994,159866.879,165967.042,172331.586,179154.423,186472.586,194122.530,202107.487,210555.249,219524.618,228930.048,238828.105,249315.505,260553.968,272833.770,286053.280,300284.512,315690.363,332617.444,351504.033,372791.104,396992.312,424677.888,457112.124,495912.960,543350.368,603849.179,682481.239,791562.004,958057.478,1265583.955,1723381.399
NP (NPR),-29358.852,-10166.057,-4653.083,-3101.695,-2160.879,-1484.937,-978.558,-592.674,-296.805,-58.447,143.567,303.769,438.357,555.587,667.650,777.809,883.036,990.866,1095.367,1211.652,1338.617,1487.040,1654.192,1820.024,1992.571,2183.736,2391.715,2608.814,2835.637,3079.068,3332.697,3586.024,3851.838,4129.555,4410.981,4706.244,5004.662,5295.849,5585.782,5871.937,6158.618,6462.715,6776.387,7093.624,7428.460,7778.918,8142.471,8498.655,8847.754,9206.201,9573.786,9958.226,10351.846,10756.605,11161.732,11566.355,11986.749,12435.251,12910.029,13391.954,13899.633,14433.831,14977.460,15539.510,16122.167,16733.182,17372.043,18022.817,18714.095,19451.056,20205.640,20992.260,21839.735,22749.735,23702.614,24697.334,25751.084,26884.891,28082.136,29334.816,30656.699,32086.618,33661.778,35359.724,37187.022,39177.814,41362.038,43796.907,46557.511,49686.519,53319.495,57634.758,62787.933,69084.726,77105.346,87533.678,102017.556,124094.591,165016.070,226233.405
NR (AUD),-90196.067,-30718.976,-13201.837,-8421.366,-5709.636,-3860.864,-2489.601,-1459.698,-665.986,-17.723,520.096,939.345,1301.578,1614.632,1901.796,2186.141,2459.280,2746.847,3019.145,3313.267,3642.396,4043.921,4491.769,4923.284,5369.118,5871.271,6423.519,6977.707,7550.645,8176.606,8816.556,9453.319,10135.381,10847.250,11567.211,12326.611,13093.116,13833.144,14594.559,15359.159,16103.179,16892.863,17717.188,18551.363,19424.062,20341.472,21293.634,22217.745,23124.938,24062.855,25036.219,26057.809,27096.904,28170.676,29246.462,30317.525,31425.975,32612.094,33877.675,35168.999,36538.066,37971.983,39424.906,40935.248,42507.621,44169.015,45926.387,47722.061,49646.268,51717.316,53830.988,56037.160,58427.633,60994.023,63683.123,66479.296,69471.013,72737.261,76203.924,79829.951,83633.067,87796.219,92411.063,97399.309,102785.015,108792.654,115391.064,122679.079,131011.168,140401.467,151449.461,164720.910,180492.615,199758.594,224219.971,256058.969,300353.697,367606.344,493406.624,681650.043
NZ (NZD),-307211.836,-106814.618,-49622.966,-33376.681,-23339.309,-16090.434,-10708.061,-6604.370,-3457.895,-934.542,1235.190,2982.999,4429.433,5695.689,6917.041,8114.912,9262.797,10417.176,11544.768,12812.798,14179.189,15733.787,17487.042,19254.257,21094.535,23122.053,25330.516,27661.869,30098.037,32699.699,35443.535,38207.704,41079.433,44070.258,47102.356,50270.335,53480.111,56626.626,59737.840,62800.399,65881.354,69137.365,72490.969,75889.356,79475.385,83225.375,87117.902,90955.359,94729.394,98586.983,102517.959,106623.224,110849.844,115198.266,119553.747,123912.295,128445.898,133274.904,138367.441,143540.304,148975.367,154686.830,160512.751,166539.508,172778.759,179292.596,186070.448,192969.172,200269.366,208026.784,215990.364,224296.751,233217.224,242790.754,252806.139,263263.620,274329.174,286134.608,298545.776,311577.121,325368.760,340200.725,356460.323,373972.460,392818.510,413246.916,435677.422,460705.878,488971.181,521076.080,558006.635,601501.862,653515.124,717088.283,798129.846,903456.313,1049655.770,1272789.830,1685500.203,2301642.877
OM (OMR),-185735.000,-59496.013,-19795.358,-10692.166,-6600.680,-4467.774,-3118.725,-2188.787,-1483.285,-908.376,-414.858,-21.259,334.681,670.880,893.798,1082.701,1307.137,1495.130,1631.796,1762.388,1904.217,2078.847,2276.557,2459.083,2638.571,2876.674,3178.251,3451.888,3713.376,4001.286,4298.004,4646.351,5007.150,5343.350,5690.178,6042.474,6407.828,6774.701,7216.286,7677.307,8039.928,8407.408,8833.807,9279.340,9722.442,10208.974,10708.869,11187.201,11702.585,12219.488,12759.472,13322.537,13897.143,14533.097,15179.984,15815.331,16451.588,17169.238,17938.518,18753.049,19654.136,20530.622,21416.524,22427.247,23478.667,24558.027,25744.595,26952.725,28265.936,29746.184,31285.958,32935.065,34733.594,36674.863,38715.443,40794.897,43161.958,45821.181,48624.663,51633.448,54834.477,58492.275,62580.420,67147.809,72206.285,78247.240,85014.046,92238.227,100540.251,109843.279,120762.007,133806.656,149152.766,167764.593,190596.980,220076.817,262217.119,327248.422,460242.065,669849.635
PA (PAB),-168310.608,-56016.060,-22001.295,-13234.013,-8652.819,-5785.386,-3745.119,-2252.841,-1098.370,-149.028,635.332,1249.525,1788.474,2256.962,2654.593,3043.582,3430.445,3829.405,4193.933,4576.275,5006.875,5541.037,6134.226,6696.971,7272.080,7936.659,8687.517,9410.591,10143.103,10957.508,11782.947,12622.744,13529.544,14458.811,15398.181,16387.273,17390.722,18356.814,19392.169,20451.453,21434.828,22469.385,23572.142,24695.904,25855.294,27082.086,28357.137,29589.113,30815.640,32082.846,33402.432,34787.691,36196.481,37671.610,39153.651,40625.190,42137.011,43766.618,45514.544,47313.919,49236.664,51222.291,53229.987,55351.082,57564.705,59900.768,62397.160,64949.387,67700.762,70697.017,73758.547,76970.434,80461.102,84209.013,88138.789,92201.640,96620.644,101486.999,106646.625,112080.245,117776.559,124086.136,131100.441,138726.015,147008.456,156492.431,166951.006,178353.871,191449.092,206146.402,223490.061,244371.849,269085.036,299238.490,337264.258,386710.838,455837.939,560834.218,760941.181,1062773.642
PE (PEN),-140941.653,-44962.811,-14674.377,-7830.618,-4812.103,-3276.880,-2323.081,-1670.176,-1179.037,-780.526,-434.116,-158.339,92.899,335.854,490.324,615.603,770.955,893.688,975.760,1051.925,1133.284,1232.462,1346.065,1450.131,1551.311,1692.917,1877.696,2046.353,2206.457,2378.440,2558.671,2779.564,3003.004,3206.010,3418.044,3630.724,3851.312,4077.364,4356.434,4646.976,4866.206,5087.066,5349.063,5623.788,5895.391,6197.676,6505.766,6799.635,7124.187,7445.718,7782.794,8133.922,8491.974,8893.880,9303.965,9705.700,10105.739,10563.614,11052.648,11573.825,12156.436,12714.847,13279.470,13936.991,14619.833,15314.656,16083.302,16865.526,17716.583,18682.228,19693.254,20781.022,21967.832,23251.478,24601.344,25973.545,27547.902,29324.859,31198.414,33213.677,35367.863,37843.580,40613.437,43730.213,47196.217,51347.744,56014.780,60993.537,66709.070,73120.478,80633.570,89585.389,100111.328,112857.910,128397.363,148429.899,177216.611,221858.400,314585.444,462191.643
PF (XPF),-113433.634,-38623.815,-16583.632,-10572.028,-7164.942,-4844.080,-3123.240,-1831.132,-835.237,-21.790,653.024,1179.016,1633.600,2026.419,2386.534,2743.104,3085.726,3446.450,3787.886,4156.612,4569.261,5072.801,5634.443,6175.449,6734.358,7363.987,8056.620,8751.325,9469.411,10254.173,11056.302,11854.517,12709.695,13602.142,14504.711,15456.727,16417.657,17345.351,18300.255,19259.376,20192.271,21182.331,22216.055,23262.146,24356.430,25506.822,26700.787,27859.534,28997.193,30173.403,31394.134,32675.413,33978.576,35325.372,36674.750,38018.174,39408.399,40896.103,42483.553,44103.469,45821.040,47619.786,49442.294,51337.058,53309.730,55394.119,57599.202,59852.410,62267.106,64866.338,67519.059,70288.016,73288.389,76509.508,79884.695,83394.078,87149.497,91249.993,95602.122,100154.543,104929.148,110156.438,115951.064,122214.884,128978.156,136524.726,144813.606,153967.539,164433.581,176228.172,190105.927,206777.662,226589.166,250789.814,281514.915,321506.815,377145.857,461620.842,619661.169,856156.477
PG (PGK),-22185.370,-7629.058,-3400.776,-2224.600,-1532.526,-1045.052,-679.647,-402.609,-189.733,-16.968,127.544,240.689,337.333,421.082,499.850,577.632,651.938,729.538,803.896,885.414,975.779,1084.176,1205.649,1324.112,1447.012,1584.234,1733.935,1887.293,2046.957,2219.775,2397.781,2574.594,2762.356,2958.835,3157.752,3367.230,3578.575,3783.564,3990.732,4196.759,4400.762,4617.581,4842.262,5069.330,5308.203,5558.724,5818.560,6071.651,6319.500,6575.107,6839.172,7115.950,7398.020,7688.419,7979.155,8269.009,8569.682,8890.877,9232.361,9579.604,9946.592,10332.389,10724.024,11129.435,11550.673,11994.587,12461.617,12938.194,13446.840,13991.574,14548.087,15128.236,15755.345,16428.739,17134.175,17869.447,18651.316,19499.862,20399.208,21338.691,22326.379,23401.474,24590.441,25873.587,27256.075,28778.482,30448.904,32304.208,34417.635,36805.972,39602.731,42949.178,46935.708,51806.405,58002.824,66065.469,77269.677,94307.623,125998.758,173394.906
